track_name,artists,macro_genre,popularity
Disorder - 2007 Remaster,Joy Division,rock,69
Planta - Remasterizado 2007,Soda Stereo,rock,41
Ecos - Remasterizado 2007,Soda Stereo,rock,41
I Know It's Over - 2011 Remaster,The Smiths,rock,67
Love Will Tear Us Apart - 2020 Remaster,Joy Division,rock,69
Ojo De La Tormenta - Remasterizado 2007,Soda Stereo,rock,41
Sweet Sahumerio - Remasterizado 2007,Soda Stereo,rock,41
Ameba - Remasterizado 2007,Soda Stereo,rock,41
How Soon Is Now? - 2011 Remaster,The Smiths,rock,72
Un Millón De Años Luz - Remasterizado 2007,Soda Stereo,rock,40
Serú Giran Medley - Live,Charly García,rock,40
Cancion Para Mi Muerte - Bonus Track,Charly García,rock,40
Observándonos (Satélites) - Remasterizado 2007,Soda Stereo,rock,40
Angel Eléctrico - Remasterizado 2007,Soda Stereo,rock,39
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,rock,70
Pasos - Remasterizado 2007,Soda Stereo,rock,39
Los Dinosaurios - Live,Charly García,rock,39
Ni Un Segundo - Remasterizado 2007,Soda Stereo,rock,39
Rádio Blá (Blá Blá Bla´...Eu Te Amo) [Deluxe Version],Lobão,rock,38
This Night Has Opened My Eyes - 2011 Remaster,The Smiths,rock,69
El Tiempo Es Dinero - Remasterizado 2007,Soda Stereo,rock,38
Bigmouth Strikes Again - 2011 Remaster,The Smiths,rock,70
Languis - Remasterizado 2007,Soda Stereo,rock,38
No Soy Un Extraño - Live,Charly García,rock,37
Demoliendo Hoteles - Live,Charly García,rock,37
Nos Siguen Pegando Abajo (Pecado Mortal) - Live,Charly García,rock,37
Lovesong - Remastered,The Cure,rock,67
"Heute hier, morgen dort - Live",Die Toten Hosen,rock,36
Mexiko - Live,Tři Sestry,rock,36
Pic Nic En El 4° B - Remasterizado 2007,Soda Stereo,rock,37
Primavera 0 - Remasterizado 2007,Soda Stereo,rock,36
Pictures Of You - Remastered,The Cure,rock,62
Ojos De Video Tape - Live,Charly García,rock,36
La Sal No Sala - Live,Charly García,rock,36
Signos - Remasterizado 2007,Soda Stereo,rock,35
You Irritate Me - Demo,Green Day,rock,60
Pergi Hilang Dan Lupakan - Demo Version,Remember of Today,rock,40
Chopis Centis - Live,Mamonas Assassinas,hip-hop,42
"Nao Peide Aqui, Baby - Live",Mamonas Assassinas,hip-hop,42
Travelin' Man - Remastered,Ricky Nelson,hip-hop,61
Pilotando O Bonde Da Excursão / Inclusão: Balanço Do Jacaré / Good Times - Live,Marcelo D2;Jacaré,hip-hop,40
Put Your Head On My Shoulder (Remastered),Paul Anka,hip-hop,51
Brothers (feat. Lil Durk) - Remix,Lil Tjay;Lil Durk,hip-hop,65
Ahora Me Llama - Remix,KAROL G;Bad Bunny;Quavo,world,2
Mi Cama - Remix,KAROL G;J Balvin;Nicky Jam,world,0
Mi Cama - Remix,KAROL G;J Balvin;Nicky Jam,world,0
TBT - Remix,Sebastian Yatra;Rauw Alejandro;Manuel Turizo;Cosculluela;Lalo Ebratt;Llane;Dalmata,world,0
KESI - Remix,Camilo;Shawn Mendes,world,76
Karaoke,Boomdabash;Alessandra Amoroso,world,0
Hey DJ - Remix,CNCO;Meghan Trainor;Sean Paul,world,60
Calabria 2007 (feat. Natasja) - Radio Edit,Enur;Natasja,world,65
One Love / People Get Ready - Medley,Bob Marley & The Wailers,world,71
Reggaetón Lento (Remix),CNCO;Little Mix,latino,53
El Retén - Remix,Criss & Ronny;Koffee el Kafetero;Zaider,latino,39
Tutu - Remix,Camilo;Shakira;Pedro Capó,latino,61
Besame (Remix) [feat. Farruko],Xavi The Destroyer;Farruko,latino,38
Salimos a Cazarte - Remix,Bayron Fire;Endo;Osquel;Lyan;Young Eiby;Hebreo,latino,39
"Unchained Melody - Live at Ann Arbor, MI",Elvis Presley,rock,68
Stand by Me (Rerecorded),Ben E. King,rock,39
El Rock de la carcel - Remastered,Enrique Guzmán & Teen Tops,rock,38
It's Too Late - Live At The Whisky A Go-Go/1967,Johnny Rivers,rock,37
Move It - Live; 1998 Remaster,Cliff Richard & The Drifters,rock,33
"You've Lost That Loving Feeling - Live at The International Hotel, Las Vegas",Elvis Presley,rock,61
Cien kilos de barro (Remastered),Enrique Guzman,rock,33
If I Can Dream - Live from the '68 Comeback Special,Elvis Presley,rock,65
Sweet Caroline - Live,Elvis Presley,rock,56
Sunny - Live At The Whisky A Go-Go/1967,Johnny Rivers,rock,33
Stand By Me - Remastered,Ben E. King,rock,22
Abrázame Fuerte - Remastered,Enrique Guzman,rock,32
"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,rock,56
Quiero Ser Libre - I Want to be Free (Remasterizado),Los Teen Tops,rock,31
More - Remastered 2004,Bobby Darin,rock,58
The Story of My Life - Remastered,michael holliday,rock,30
El mar - Remastered,Enrique Guzman,rock,30
Trouble / Guitar Man - Live from the '68 Comeback Special,Elvis Presley,rock,58
Hey! Baby - Remastered,Bruce Channel,rock,62
Puppy Love - Remix,Paul Anka,rock,53
Never Be Anyone Else But You - Remastered,Ricky Nelson,rock,50
Una Lagrima en la Mejilla - Remastered,Enrique Guzman,rock,29
I Hear You Knocking - Remastered 2002,Fats Domino,rock,29
Dream Lover - 2006 Remaster,Bobby Darin,rock,55
Scandal - Remastered 2011,Queen,rock,3
I Want It All - Remastered 2011,Queen,rock,5
Was It All Worth It - Remastered 2011,Queen,rock,2
Landslide - 2018 Remaster,Fleetwood Mac,rock,0
Big Love - 2018 Remaster,Fleetwood Mac,rock,2
Little Lies - 2018 Remaster,Fleetwood Mac,rock,3
Go Your Own Way - 2018 Remaster,Fleetwood Mac,rock,0
Everywhere - 2018 Remaster,Fleetwood Mac,rock,0
Tusk - 2018 Remaster,Fleetwood Mac,rock,1
Go Your Own Way - 2018 Remaster,Fleetwood Mac,rock,1
We Will Rock You - Remastered 2011,Queen,rock,79
Message In A Bottle - Remastered 2003,The Police,rock,3
Behind My Camel - Remastered 2003,The Police,rock,1
Behind My Camel - Remastered 2003,The Police,rock,0
Behind My Camel - Remastered 2003,The Police,rock,0
Behind My Camel - Remastered 2003,The Police,rock,0
Roxanne - Remastered 2003,The Police,rock,2
Can't Stand Losing You - Remastered 2003,The Police,rock,0
Bohemian Rhapsody - Remastered 2011,Queen,rock,82
Imagine - Remastered 2010,John Lennon,rock,77
Don't Stop Me Now - Remastered 2011,Queen,rock,82
Sweet Dreams (Are Made of This) - Remastered,Eurythmics;Annie Lennox;Dave Stewart,rock,82
Iris - Acoustic,The Goo Goo Dolls,rock,4
Wonderwall - Remastered,Oasis,rock,78
Under Pressure - Remastered 2011,Queen;David Bowie,rock,79
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rock,0
親友 (セルフカバー) - Remastered 2022,Eikichi Yazawa,rock,31
白い影 - Remastered 2022,Eikichi Yazawa,rock,31
THIS IS A SONG FOR COCA-COLA - Remastered 2022,Eikichi Yazawa,rock,30
THE BORDER - Remastered 2022,Eikichi Yazawa,rock,29
止まらないHa~Ha - Remastered 2022,Eikichi Yazawa,rock,30
DREAMIN' - Live,BOØWY,rock,31
黒く塗りつぶせ - Live at 日本武道館'98 - Remastered 2022,Eikichi Yazawa,rock,29
逃亡者 - Remastered 2022,Eikichi Yazawa,rock,27
スタイナー(Introduction)~逃亡者 - Remastered 2022,Eikichi Yazawa,rock,27
BIG BEAT - Remastered 2022,Eikichi Yazawa,rock,26
Dancing Shoes - 2007 Remaster,Teddy & The Tigers,rock,27
GET UP - Remastered 2022,Eikichi Yazawa,rock,26
My Way - Live at the Honolulu International Center,Elvis Presley,rock,56
TAKE IT TIME - Remastered 2022,Eikichi Yazawa,rock,26
Torn - Live,The Baseballs,rock,26
Lucila - Lucille (Remasterizado),Los Teen Tops,rock,26
Here I Go Again (Bonus Track),John Lindberg Trio,rock,26
Trying To Get To You - Second 'Sit-Down' Show - Live,Elvis Presley,rock,53
SOMEBODY'S NIGHT - Remastered 2022,Eikichi Yazawa,rock,25
ROCKIN' MY HEART - Remastered 2022,Eikichi Yazawa,rock,25
Summer Holiday - 2003 Remaster,Cliff Richard & The Shadows,rock,47
"Fever - Live at The Honolulu International Center, Hawaii January 14, 1973",Elvis Presley,rock,25
チャイナタウン - Remastered 2022,Eikichi Yazawa,rock,24
Blue Suede Shoes - Remastered,Elvis Presley,rock,49
Poor Little Fool - Remastered,Ricky Nelson,rock,53
"アイ・ラヴ・ユー,OK - Live at 東京ドーム'18 - Remastered 2022",Eikichi Yazawa,rock,24
Love Hurts - 2007 Remaster,The Everly Brothers,rock,50
Popotitos - Remasterizado,Los Teen Tops,rock,26
Mound Of Clay - Remastered,Black Raven,rock,24
"A Big Hunk O' Love - Live at The Honolulu International Center, Hawaii January 14, 1973",Elvis Presley,rock,24
ひき潮 - Remastered 2022,Eikichi Yazawa,rock,24
ルイジアンナ (ニューヴァージョン) - Remastered 2022,Eikichi Yazawa,rock,24
レイニー・ウェイ - Remastered 2022,Eikichi Yazawa,rock,23
Johnny Got A Boom Boom - Radio Edit,Imelda May,rock,24
Running Bear - Remastered,Johnny Preston,rock,26
"Blue Suede Shoes - Live at The Honolulu International Center, Hawaii January 14, 1973",Elvis Presley,rock,24
Old Enough To Love - Remastered,Ricky Nelson,rock,39
A DAY - Live at 日本武道館’17 - Remastered 2022,Eikichi Yazawa,rock,23
魅せてくれ - Remastered 2022,Eikichi Yazawa,rock,23
"Let Me Be There - Live at Mid-South Coliseum, Memphis, TN - March 1974",Elvis Presley,rock,24
"Can't Help Falling In Love - Live at Mid-South Coliseum, Memphis, TN - March 1974",Elvis Presley,rock,24
RUN & RUN - Remastered 2022,Eikichi Yazawa,rock,23
BELIEVE IN ME - Remastered 2022,Eikichi Yazawa,rock,23
サブウェイ特急 (セルフカバー) - Remastered 2022,Eikichi Yazawa,rock,23
YES MY LOVE - Live at 横浜国際総合競技場'99 - Remastered 2022,Eikichi Yazawa,rock,23
Summer Holiday - 2003 Remaster,Cliff Richard & The Shadows,rock,46
YOKO - Remastered 2022,Eikichi Yazawa,rock,23
The End of the World - 1997 Remaster,Herman's Hermits,rock,41
NETTAIYA (熱帯夜) - Remastered 2022,Eikichi Yazawa,rock,23
Rockabilly Rhythm - Bonus Track,Tom Stormy Trio;Rhythm Sophie,rock,23
"Long Tall Sally / Whole Lotta Shakin' Goin' On - Live at The Honolulu International Center, Hawaii January 14, 1973",Elvis Presley,rock,23
ミスティ misty - Remastered 2022,Eikichi Yazawa,rock,22
アリよさらば - Live at 日本武道館'97 - Remastered 2022,Eikichi Yazawa,rock,22
MARIA - Live at 横浜アリーナ'97 - Remastered 2022,Eikichi Yazawa,rock,22
ミスター・ギブソン (セルフカバー) - Remastered 2022,Eikichi Yazawa,rock,22
Rockin' Around the Christmas Tree - Remastered,Brenda Lee,rock,24
My Love for Evermore - Remastered,The Hillbilly Moon Explosion;Emanuela Hutter;Sparky Philips,rock,22
夏の終り(1995Ver. セルフカバー) - Remastered 2022,Eikichi Yazawa,rock,22
時計仕掛けの日々 - Remastered 2022,Eikichi Yazawa,rock,22
TAKE IT TIME - Live at 日本武道館'98 - Remastered 2022,Eikichi Yazawa,rock,22
Viva Las Vegas (Bonus Track),Elvis Presley,rock,55
最後の恋人 (セルフカバー) - Remastered 2022,Eikichi Yazawa,rock,22
Три товарища - Remastered,Maya Kristalinskaya,pop,26
Одинокая волчица - Live,Александр Добронравов,pop,0
"Funiculì, funiculà (Live)",Oleg Pogudin,pop,0
До завтра - 2022 Remastered,Gelena Velikanova,pop,0
Ты не все сказал - 2022 Remastered,Gelena Velikanova,pop,0
Я Вас люблю - Live,Oleg Pogudin,pop,0
"Maria, Mari! (Live)",Oleg Pogudin,pop,0
Идут белые снеги - 2021 Remastered Version,Gelena Velikanova,pop,0
Ландыши - 2022 Remastered,Gelena Velikanova,pop,0
Русая Головка - 2022 Remastered,Vadim Kozin,pop,0
"У зори –то, у зореньки - Live",Oleg Pogudin,pop,0
Surdaton`namurato (Live),Oleg Pogudin,pop,0
Не Вспоминай - Remastered,Кето Джапаридзе,pop,0
I’ te vurria vasa (Live),Oleg Pogudin,pop,0
Пичирильо - 2022 Remastered,Gelena Velikanova,pop,0
Dunya the Fine Spinner (Live),Sergei Lemeshev;Osipov State Russian Folk Orchestra,pop,0
Поезда - 2022 Remastered,Gelena Velikanova,pop,0
Мы Вышли В Сад - Remastered,Кето Джапаридзе,pop,0
Я не тороплюсь - 2021 Remastered Version,Gelena Velikanova,pop,0
"Oi, Spivanochki Moye (My Little Songs) [Remastered Version]",Ivan Kozlovsky;Anatony Chmerev,pop,0
7 Years (Remix),Sik World,pop,70
Sugar Crashx (Remix),kidolitx,pop,42
Can We Kiss Forever? - Instrumental,Kina;Adriana Proenza,pop,45
Be Alright - Remix,Fasetya,pop,42
Need Somebody (Acoustic),Xuitcasecity,pop,54
Intentional Grounding - Radio Edit,Porsche Love,pop,0
Closely - Extended,Domchez;Donita,pop,39
Fiji (Bonus Track),Lil Loski,pop,50
summer&cigarettes - acoustic,sammy rash,pop,51
Roses Are Red - Demo,Jon Caryl,pop,48
Si Ya No Estas - (Remix),N'Klabe;R.K.M & Ken-Y,latino,36
Somos El Son - Live,Raphy Leavitt y Su Orquesta La Selecta;Sammy Marrero,latino,34
Sujétate la lengua - Remastered,La Sonora Matancera,latino,35
Como una Estrella - Edited Version,Víctor Manuelle,latino,31
Te Extraño Mucho - Remastered,La Sonora Matancera,latino,34
Tu Amor Me Hace Bien - Live Version,Marc Anthony,latino,32
Sabor Sabor - Live,"Fania All Stars;Tito Puente;Eddie Palmieri;Ricardo ""Richie"" Ray",latino,31
Ave María Lola - Remastered,La Sonora Matancera,latino,32
Que Alguien Me Diga - Live Version,Gilberto Santa Rosa,latino,29
Volverás - Remastered,La Sonora Matancera,latino,31
Para el Monte - Live,Salsangroove;Mauro Castillo,latino,29
Medley: Donde Tú Vayas / Las Horas Que Perdí / Qué Nos Pasó a los Dos - Live,Daniela Darcourt,latino,29
El Cantante - Live,Héctor Lavoe,latino,28
Mix Chacalon - Live Session,Josimar y Su Yambú,latino,29
Gracia Divina - Live,Celia Cruz;Orquesta Harlow;Larry Harlow,latino,31
Quiéreme Tal Como Soy - Live,Luisito Ayala Y La Puerto Rican Power,latino,28
Medias Negras - Live Version,Willy Chirino,latino,29
Lucharé - Live,Mickey Taveras,latino,28
Cúcala - Live,Fania All Stars;Celia Cruz;Ismael Rivera,latino,27
Probabilidad de Amor - Live,Daniela Darcourt;N'Klabe,latino,27
El Buen Pastor - Live,Raphy Leavitt y Su Orquesta La Selecta;Sammy Marrero,latino,28
Tengo Ganas - Live Carnegie Version,Víctor Manuelle,latino,27
Si Tú Te Atreves - Live,Daniela Darcourt,latino,27
Vergüenza - Remastered,La Sonora Matancera,latino,29
El negrito del Batey - Remastered,La Sonora Matancera,latino,29
Sandunguera - Por Encima del Nivel (En Directo) - Remasterizado,Juan Formell;Los Van Van,latino,28
Ahora - Live Session,Josimar y Su Yambú,latino,28
Feel My Love [feat. Moni Gopal] - Reprised Version,Mk Mukesh,world,36
Tia Anastácia - Live,Grupo Balaco Baco,world,40
"Mas Quem Disse Que Eu Te Esqueço - Live From Fundição Progresso, Rio De Janeiro, Brazil/ 2008",Dona Ivone Lara,world,37
Não Deixe O Samba Morrer - Remasterizada,Sambô;Luciana Mello,world,36
"O Bêbado E A Equilibrista - Live At Credicard Hall, São Paulo / 2012",Maria Rita,world,38
Maneiras - Remasterizada,Sambô,world,36
Baianidade Nagô - Live,Banda Beijo,world,37
"Como Nunca Amei Ninguém - Live From Olimpo,Rio De Janeiro,Brazil/2002",Exaltasamba,world,38
Esperanças Perdidas - Remasterizada,Sambô,world,36
Poder Da Criação - Live From Brazil/2007,Diogo Nogueira,world,36
O Mar Serenou - Live,Jorge Aragão,world,36
LAL MANDARA SAMBALPURI - Instrumental Version,Umakant Barik;DJ UDAYA SAHU,world,23
Um Dia De Domingo - Live,Gal Costa,world,36
A Luz De Tieta - Live,Caetano Veloso;Gilberto Gil;Ivete Sangalo,world,37
Afogamento - Bonus Track,Gilberto Gil;Roberta Sá,world,36
"Águas De Março - Live At Credicard Hall, São Paulo / 2012",Maria Rita,world,37
Retalhos De Cetim - Live,Benito Di Paula,world,36
Meu Oxigênio - Live,Matheus & Kauan,world,54
Amor Sem Medida (Te Voy A Amar) - Live,Matheus & Kauan,world,54
A Rosa E O Beija Flor - Live,Matheus & Kauan,world,47
Seu Astral - Live In Sao Paulo / 2010,Jorge & Mateus,world,46
Aí Já Era - Live In Buenos Aires / 2010,Jorge & Mateus,world,45
A Million Dreams (Reprise),Austyn Johnson;Cameron Seely;Hugh Jackman,otros,63
The Story of Tonight - Reprise,Okieriete Onaodowan;Daveed Diggs;Lin-Manuel Miranda;Leslie Odom Jr.;Anthony Ramos,otros,63
Edelweiss - Reprise,Julie Andrews;Bill Lee;Charmian Carr;Angela Cartwright;Duane Chase;Nicholas Hammond;Kym Karath;Heather Menzies;Debbie Turner,otros,51
"Eglantine, Don't Let Me Down (Reprise: Eglantine) - From ""Bedknobs and Broomsticks""/Soundtrack Version",Angela Lansbury;David Tomlinson,otros,29
More Than Survive - Reprise,Will Connolly;'Be More Chill' Ensemble,otros,30
"Knights of the Round Table/The Song That Goes Like This (Reprise) - Original Broadway Cast Recording: ""Spamalot""",Sara Ramirez;Tim Curry;Michael McGrath;David Hyde Pierce;Hank Azaria;Christopher Sieber;Steve Rosen;Ensemble,otros,29
Pandemonium / My Favorite Moment of the Bee 2 - Reprise,25th Annual Putnam County Spelling Bee Original Cast,otros,29
One Jump Ahead (Reprise),Mena Massoud,otros,47
"""In My Own Little Corner"" - Reprise",Laura Osnes;Victoria Clark,otros,27
Changing Lives (Reprise),Beth Leavel;Brooks Ashmanskas;Christopher Sieber;Angie Schworer,otros,28
All I Ask Of You - Reprise,Andrew Lloyd Webber;Gerard Butler;Patrick Wilson;Emmy Rossum,otros,28
"Fabulous, Baby! - Reprise",Patina Miller;Sister Act Original London Cast,otros,27
Woe Is Me - Reprise,25th Annual Putnam County Spelling Bee Original Cast,otros,27
I'm Not That Smart - Reprise,25th Annual Putnam County Spelling Bee Original Cast,otros,27
Good Girl Winnie Foster - Reprise,Sarah Charles Lewis;Tuck Everlasting Original Broadway Cast Ensemble,otros,27
Be the Hero – Reprise,Bobby Steggert,otros,27
Neverland (Reprise) - Original Broadway Cast Recording,Matthew Morrison;Laura Michelle Kelly;Carolee Carmello;Aidan Gemme;Christopher Paul Richards;Sawyer Nunes;Alex Dreier,otros,26
Stay Alive - Reprise,Lin-Manuel Miranda;Phillipa Soo;Original Broadway Cast of Hamilton;Anthony Ramos,otros,58
Coo-Coo Princess - Live,Miss Saigon Original Cast;Jon Jon Briones;Eva Noblezada;Kwang-Ho Hong,otros,25
A Lovely Night (Reprise),Laura Osnes;Marla Mindelle,otros,25
"So Long (Reprise) / Introduction To Only You, Lonely You",Andrew Lloyd Webber;Carrie Hope Fletcher;Ivano Turco,otros,26
Room 317 - Live,Miss Saigon Original Cast;Tamsin Carroll;Eva Noblezada,otros,25
The Confrontation - Live,Miss Saigon Original Cast;Alistair Brammer;Tamsin Carroll;Hugh Maynard;Eva Noblezada,otros,25
Easy to Love - Reprise,Laura Osnes,otros,24
Climb Ev'ry Mountain - Reprise,Julie Andrews,otros,42
Dead Girl Walking (Reprise),Barrett Wilbert Weed;Michelle Duffy;Daniel Cooney;Ryan McCartan;Elle McLemore,otros,59
Rebecca - Reprise,"Susan Rigvava-Dumas, Wietske van Tongeren, Schatten",otros,24
I Can't Do It Alone (Reprise),Bebe Neuwirth,otros,24
Sometimes When You Dream - Reprise,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,otros,24
Good Morning Baltimore (Reprise),Marissa Jaret Winokur,otros,24
A Christmas Song - Reprise,Amy Spanger;Sebastian Arcelus;Beth Leavel;Matthew Gumley;Mark Jacoby;Original Broadway Company Of Elf The Musical,otros,24
Magic in the Man (Bonus Track),Kate Baldwin,otros,24
Jenseits der Nacht (Reprise),"Wietske van Tongeren, Uwe Kröger",otros,24
Seventeen - Reprise,Sarah Charles Lewis,otros,23
In the Way - Reprise,Beth Leavel;Mark Jacoby,otros,23
This River Between Us (Bonus Track),Bobby Steggert;Norbert Leo Butz,otros,23
"Not a Day Goes By (From ""Merrily We Roll Along"") - Live",Bernadette Peters,otros,23
Unfair (Reprise),Andrew Lloyd Webber;Carrie Hope Fletcher;Victoria Hamilton-Barritt;Georgina Castle;Laura Baldwin,otros,23
Adelaide's Lament (Reprise),Faith Prince,otros,23
Last Night Of The World - Live,Miss Saigon Original Cast;Eva Noblezada;Alistair Brammer,otros,22
Road to Hell (Reprise),André De Shields;Hadestown Original Broadway Company;Anaïs Mitchell,otros,22
Home (Reprise),Janet Dacal,otros,22
Wie du (Reprise),Jubiläumscast Wien 2012,otros,22
Ego Has A Price (Reprise),Andrew Lloyd Webber;Georgina Castle;Carrie Hope Fletcher;Victoria Hamilton-Barritt,otros,23
Dos Oruguitas - Instrumental,Lin-Manuel Miranda,otros,51
Ring in the Season (Reprise),Idina Menzel,otros,44
Wann kann ich endlich sein (Live),Philipp Büttner,otros,21
Once in a While (Bonus Track),Ryan McCartan,otros,23
I Know You (Reprise),Andrew Lloyd Webber;Helen George;Victoria Hamilton-Barritt,otros,22
Freedom (Reprise),Andy Karl,otros,21
"Burn (From ""Hamilton"") [Live]",Lea Salonga;BYU Chamber Orchestra,otros,22
Imagine - Acoustic,Ben Platt,otros,43
Something There - Remastered 2018,Angela Lansbury;David Ogden Stiers;Jerry Orbach;Paige O'Hara;Robby Benson,otros,54
The Music of the Night from Phantom of the Opera - Instrumental,Andrew Lloyd Webber;John Williams;Boston Pops Orchestra,otros,22
Paper Dragons - Live,Miss Saigon Original Cast;Jon Jon Briones;Eva Noblezada,otros,21
I’m Alive (Live),Aaron Tveit,otros,21
Cecily Smith (Bonus Track),Will Connolly,otros,48
Be Our Guest - Remastered 2018,Angela Lansbury;Jerry Orbach;Chorus - Beauty And the Beast,otros,20
The Morning Of The Dragon - Live,Miss Saigon Original Cast;Jon Jon Briones;Kwang-Ho Hong,otros,20
Foolish to Think - Reprise,Bryce Pinkham,otros,21
The Bad Guy (Reprise) [feat. Leo Anderson & Jay Harper],Thomas Sanders;Leo Anderson;Jay Harper,otros,20
Pour la vie - Instrumental,Lin-Manuel Miranda,otros,20
Dos Oruguitas - Instrumental,Lin-Manuel Miranda,otros,20
You and I - Reprise,Chess In Concert,otros,20
Everything About You (Reprise),Andy Karl;Tim Minchin,otros,20
I Gotcha - Live,Liza Minnelli,otros,19
The Music of the Night (with Lea Salonga) - Live in Japan,Andrew Lloyd Webber;Il Divo;Lea Salonga;Simon Chalk,otros,20
Until I Found You - Piano Version,Stephen Sanchez,folk-acustico,74
Cherry Wine - Live,Hozier,folk-acustico,67
Like My Father - Acoustic Version,Jax,folk-acustico,53
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,folk-acustico,72
Victoria’s Secret - Stripped Strings,Jax,folk-acustico,15
Victoria’s Secret - Stripped Strings,Jax,folk-acustico,22
Raatein (Reprise),Jasleen Royal,folk-acustico,34
Tumhare Aane Se (Reprise),Ashu Shukla,folk-acustico,34
Gonna Be Okay - Acoustic,Brent Morgan,folk-acustico,51
MEAN! - Remix,Madeline The Person;Noah Kahan,folk-acustico,0
Numb Little Bug - Piano Version,Em Beihold,folk-acustico,57
MEAN! - Remix,Madeline The Person;Noah Kahan,folk-acustico,0
MEAN! - Remix,Madeline The Person;Noah Kahan,folk-acustico,0
Katakuti Khela (Acoustic Version),Anupam Roy,folk-acustico,35
Dil Mera - Acoustic Version,Vismay Patel,folk-acustico,33
Beautiful Scars - Acoustic / Bonus Track,Maximillian,folk-acustico,59
Other's Melodies - Demo,Gatton,folk-acustico,51
One of These Nights - 2013 Remaster,Eagles,folk-acustico,71
Life in the Fast Lane - 2013 Remaster,Eagles,folk-acustico,72
Nasır (Live @ Zorlu PSM),Melike Şahin,folk-acustico,42
Gente Que No (with Todos Tus Muertos) - Remasterized 2001,Los Auténticos Decadentes;Todos Tus Muertos,rock,44
Estoy Harto De Verte Con Otros - Remasterizado 2008,Los Fabulosos Cadillacs,rock,43
Yo Te Avisé - Remasterizado 2008,Los Fabulosos Cadillacs,rock,44
"Huellas - Live From Santiago,Chile/1999",Joe Vasconcellos,rock,1
El Aguijón - Remasterizado 2008,Los Fabulosos Cadillacs,rock,42
Ciego De Amor - Remasterizado 2008,Los Fabulosos Cadillacs,rock,41
One of These Days - 2007 Remaster,Operation Ivy,rock,37
Perfect People - 2005 Remaster,Pennywise,rock,38
Saco Azul - Remasterizado 2008,Los Fabulosos Cadillacs,rock,38
Gitana (Remix) - Remasterizado 2008,Los Fabulosos Cadillacs,rock,37
Demasiada Presión - Remasterizado 2008,Los Fabulosos Cadillacs,rock,37
Casi Q' Me Pierdo - Versión 25 Años [Live],Los Cafres,rock,37
Siguiendo la Luna - Remasterizado 2008,Los Fabulosos Cadillacs,rock,37
Diosa - Remasterized 2001,Los Auténticos Decadentes,rock,37
Padre Nuestro - Remasterizado 2008,Los Fabulosos Cadillacs,rock,37
"Manuel Santillan, El Leon - Versión Remasterizada (Live)",Los Fabulosos Cadillacs,rock,37
Pupilas Lejanas - Live,Los Pericos,rock,37
Yo No Me Sentaria En Tu Mesa - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,36
Mal Bicho - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,36
"Las Seis - Live From Santiago,Chile/1999",Joe Vasconcellos,rock,36
Vos Sabes - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,36
Yo Quiero Morirme Acá - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,36
"Mágico - Live From Santiago,Chile/1999",Joe Vasconcellos,rock,36
"Preemergencia - Live From Santiago,Chile/1999",Joe Vasconcellos,rock,36
Twist Y Gritos (Twist & Shout) - Remasterizado 2008,Los Fabulosos Cadillacs,rock,36
Our House (2009 - Remaster),Madness,rock,20
El Aguijón - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,35
Destino De Paria - Remasterizado 2008,Los Fabulosos Cadillacs,rock,35
Si Te Da lo Mismo - Versión 25 Años [Live],Los Cafres,rock,35
Paquito - Remasterizado 2008,Los Fabulosos Cadillacs,rock,35
Un Pacto - Live In Buenos Aires / 2001,Bersuit Vergarabat,rock,35
Waitin' - Live,Los Pericos,rock,35
Ich sah kein Licht - Live,Broilers,rock,33
Nur die Nacht weiß - Live,Broilers,rock,33
Vasos Vacios - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,34
追憶のライラック - feat.ハナレグミ [2020 Remaster],Tokyo Ska Paradise Orchestra;Hanare Gumi,rock,31
El Genio Del Dub - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,34
Carmela - Versión Remasterizada (Live),Los Fabulosos Cadillacs,rock,34
Bajo El Mismo Cielo - Live,Los Pericos,rock,34
Te Tiraré del Altar (Versión '93) - Remasterizado 2008,Los Fabulosos Cadillacs,rock,34
Seamos más que amigos - Remastered,Melodycans,rock,32
Cuando Pase El Temblor - Remasterizado 2007,Soda Stereo,rock,34
